38, query sent to 0 with 100,110,120,130,140,150,160,170,180,190,200,210,220
38, query sent to 0 with 100,107.8,117.6,127.4,137.2,147.0,156.8,166.6,176.4,186.2,196.0,205.8,215.6
38, query sent to 0 with 100,105.644,115.248,124.852,134.456,144.06,153.664,163.268,172.872,182.476,192.08,201.684,211.288
39, query sent to 0 with 100,103.53112,112.94304,122.35496,131.76688,141.1788,150.59072,160.00264,169.41456,178.82648,188.2384,197.65032,207.06224
39, query sent to 0 with 100,101.4604976,110.6841792,119.9078608,129.1315424,138.355224,147.5789056,156.8025872,166.0262688,175.2499504,184.473632,193.6973136,202.9209952
39, query sent to 1 with 100,99.431287648,108.470495616,117.509703584,126.548911552,135.58811952,144.627327488,153.666535456,162.705743424,171.744951392,180.78415936,189.823367328,198.862575296
39, query sent to 0 with 98.0,99.431287648,106.301085704,115.159509512,124.017933321,132.87635713,141.734780938,150.593204747,159.451628556,168.310052364,177.168476173,186.026899981,194.88532379
40, query sent to 1 with 98.0,97.442661895,104.17506399,112.856319322,121.537574655,130.218829987,138.900085319,147.581340652,156.262595984,164.943851317,173.625106649,182.306361982,190.987617314
40, query sent to 0 with 96.04,97.442661895,102.09156271,110.599192936,119.106823161,127.614453387,136.122083613,144.629713839,153.137344065,161.644974291,170.152604516,178.660234742,187.167864968
40, query sent to 1 with 96.04,95.4938086571,100.049731456,108.387209077,116.724686698,125.06216432,133.399641941,141.737119562,150.074597183,158.412074805,166.749552426,175.087030047,183.424507669
40, query sent to 0 with 94.1192,95.4938086571,98.0487368265,106.219464895,114.390192964,122.560921033,130.731649102,138.902377171,147.07310524,155.243833309,163.414561378,171.585289446,179.756017515
41, query sent to 1 with 94.1192,93.583932484,96.08776209,104.095075597,112.102389105,120.109702612,128.11701612,136.124329627,144.131643135,152.138956642,160.14627015,168.153583657,176.160897165
41, query sent to 0 with 92.236816,93.583932484,94.1660068482,102.013174086,109.860341323,117.70750856,125.554675798,133.401843035,141.249010272,149.09617751,156.943344747,164.790511984,172.637679222
41, query sent to 1 with 92.236816,91.7122538343,92.2826867112,99.9729106038,107.663134496,115.353358389,123.043582282,130.733806174,138.424030067,146.114253959,153.804477852,161.494701745,169.184925637
41, query sent to 0 with 90.39207968,91.7122538343,90.437032977,97.9734523917,105.509871806,113.046291221,120.582710636,128.119130051,135.655549465,143.19196888,150.728388295,158.26480771,165.801227124
41, query sent to 2 with 90.39207968,89.8780087576,88.6282923174,96.0139833439,103.39967437,110.785365397,118.171056423,125.55674745,132.942438476,140.328129503,147.713820529,155.099511556,162.485202582
